,0,1,2,code
553,PETRON MALAYSIA REFINING & MARKETING BHD,http://www.petron.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3042,3042
554,PETRONAS CHEMICALS GROUP BERHAD,http://www.petronaschemicals.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5183,5183
555,PETRONAS DAGANGAN BHD,http://www.mymesra.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5681,5681
556,PETRONAS GAS BERHAD,http://www.petronasgas.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6033,6033
557,PHARMANIAGA BERHAD,http://www.pharmaniaga.com/ph/main.cfm,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7081,7081
558,PIMPINAN EHSAN BERHAD,https://www.pebhd.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5622,5622
559,PINEHILL PACIFIC BERHAD,http://www.pinepac.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1902,1902
560,PINTARAS JAYA BHD,http://www.pintaras.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9598,9598
561,PJBUMI BERHAD,http://www.pjbumi.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7163,7163
562,PLB ENGINEERING BERHAD,http://www.plb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7055,7055
563,PLENITUDE BERHAD,http://www.plenitude.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5075,5075
564,PLS PLANTATIONS BERHAD,http://www.limbongan.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9695,9695
565,PMB TECHNOLOGY BERHAD,http://www.pmbtechnology.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7172,7172
566,PNE PCB BERHAD,http://pnepcb.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6637,6637
567,POH HUAT RESOURCES HOLDINGS BERHAD,http://www.pohhuat.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7088,7088
568,POH KONG HOLDINGS BERHAD,http://www.pohkong.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5080,5080
569,POLY GLASS FIBRE (M) BERHAD,http://www.polyglass.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8117,8117
570,POS MALAYSIA BERHAD,http://www.pos.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4634,4634
571,POWER ROOT BERHAD,http://www.powerroot.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7237,7237
572,PPB GROUP BERHAD,http://www.ppbgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4065,4065
573,PRESS METAL ALUMINIUM HOLDINGS BERHAD,http://www.pressmetal.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8869,8869
574,PRESTAR RESOURCES BERHAD,http://www.prestar.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9873,9873
575,PRG HOLDINGS BERHAD,http://www.prg.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7168,7168
576,PRICEWORTH INTERNATIONAL BERHAD,http://www.pwpmalaysia.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7123,7123
577,PROGRESSIVE IMPACT CORPORATION BERHAD,http://www.pic.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7201,7201
578,PROLEXUS BERHAD,http://www.prolexus.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8966,8966
579,PROTASCO BERHAD,http://www.protasco.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5070,5070
580,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,http://www.perstima.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5436,5436
581,PUBLIC BANK BERHAD,http://www.publicbank.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1295,1295
582,PUBLIC PACKAGES HOLDINGS BHD,http://www.pph.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8273,8273
583,PUNCAK NIAGA HOLDINGS BERHAD,http://www.puncakniaga.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6807,6807
584,PWF CORPORATION BERHAD,http://www.pwconsolidated.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7134,7134
585,QL RESOURCES BERHAD,http://www.ql.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7084,7084
586,QUALITY CONCRETE HOLDINGS BERHAD,http://www.qchb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7544,7544
587,RALCO CORPORATION BERHAD,http://www.ralcocorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7498,7498
588,RANHILL HOLDINGS BERHAD,http://www.ranhill.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5272,5272
589,RAPID SYNERGY BERHAD,http://www.rapidsynergy.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7765,7765
590,RCE CAPITAL BERHAD,http://www.rce.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9296,9296
591,REACH ENERGY BERHAD,http://www.reachenergy.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5256,5256
592,RED SENA BERHAD,http://www.redsena.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5270,5270
593,RESINTECH BERHAD,http://www.resintechmalaysia.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7232,7232
594,REX INDUSTRY BERHAD,http://www.rex.net.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9946,9946
595,RGB INTERNATIONAL BHD,http://www.rgbgames.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0037,0037
596,RGT BERHAD,http://www.rgtberhad.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9954,9954
597,RHB BANK BERHAD,http://www.rhbgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1066,1066
598,RHONE MA HOLDINGS BERHAD,http://www.rhonema.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5278,5278
599,RIMBUNAN SAWIT BERHAD,http://www.rsb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5113,5113
600,RIVERVIEW RUBBER ESTATES BERHAD,http://www.riverview.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2542,2542
601,ROHAS TECNIC BERHAD,http://www.rohastecnic.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9741,9741
602,RUBBEREX CORPORATION (M) BERHAD,http://www.rubberex-corp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7803,7803
603,SALCON BERHAD,http://www.salcon.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8567,8567
604,SALUTICA BERHAD,http://www.salutica.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0183,0183
605,SAM ENGINEERING & EQUIPMENT (M) BERHAD,http://www.sam-malaysia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9822,9822
606,SAMCHEM HOLDINGS BERHAD,http://www.samchem.com.my/home/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5147,5147
607,SAND NISKO CAPITAL BERHAD,http://www.lcfurniture.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7943,7943
608,SAPURA ENERGY BERHAD,http://www.sapuraenergy.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5218,5218
609,SAPURA INDUSTRIAL BERHAD,http://www.sapura.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7811,7811
610,SAPURA RESOURCES BERHAD,http://www.sapura-resources.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4596,4596
611,SARAWAK CABLE BERHAD,http://www.sarawakcable.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5170,5170
612,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,http://www.scib.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9237,9237
613,SARAWAK OIL PALMS BERHAD,http://www.sop.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5126,5126
614,SARAWAK PLANTATION BERHAD,http://www.spbgroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5135,5135
615,SASBADI HOLDINGS BERHAD,http://www.sasbadiholdings.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5252,5252
616,SAUDEE GROUP BERHAD,http://saudee.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5157,5157
617,SBC CORPORATION BERHAD,http://www.sbcgroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5207,5207
618,SCANWOLF CORPORATION BERHAD,http://www.scanwolf.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7239,7239
619,SCGM BHD,http://www.scgmbhd.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7247,7247
620,SCICOM (MSC) BERHAD,http://www.scicom-intl.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0099,0099
621,SCIENTEX BERHAD,http://www.scientex.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4731,4731
622,SCOMI ENERGY SERVICES BHD,http://www.scomienergy.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7045,7045
623,SCOMI GROUP BERHAD,http://www.scomigroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7158,7158
624,SEACERA GROUP BERHAD,http://www.seacera.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7073,7073
625,SEAL INCORPORATED BERHAD,http://www.sib.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4286,4286
626,SEALINK INTERNATIONAL BERHAD,http://www.asiasealink.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5145,5145
627,SEE HUP CONSOLIDATED BERHAD,http://www.seehup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7053,7053
628,SEG INTERNATIONAL BHD,http://www.segi.edu.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9792,9792
629,SELANGOR DREDGING BERHAD,http://www.sdb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2224,2224
630,SENI JAYA CORPORATION BERHAD,http://www.senijayacorp.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9431,9431
631,SENTORIA GROUP BERHAD,http://www.sentoria.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5213,5213
632,SERBA DINAMIK HOLDINGS BERHAD,http://serbadinamik.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5279,5279
633,SEREMBAN ENGINEERING BERHAD,http://www.seb.net.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5163,5163
634,SERN KOU RESOURCES BERHAD,http://www.sernkou.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7180,7180
635,SHANGRI-LA HOTELS (MALAYSIA) BERHAD,http://www.shangri-la.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5517,5517
636,SHH RESOURCES HOLDINGS BERHAD,http://www.shh.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7412,7412
637,SHIN YANG SHIPPING CORPORATION BERHAD,http://www.syshippingcorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5173,5173
638,SHL CONSOLIDATED BHD,http://www.shlcb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6017,6017
639,SIG GASES BERHAD,http://www.siggases.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5181,5181
640,SIGNATURE INTERNATIONAL BERHAD,http://www.signaturekitchen.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7246,7246
641,SIME DARBY BERHAD,http://www.simedarby.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4197,4197
642,SIME DARBY PLANTATION BERHAD,http://www.simedarbyplantation.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5285,5285
643,SIME DARBY PROPERTY BERHAD,https://www.simedarbyproperty.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5288,5288
644,SIN HENG CHAN (MALAYA) BERHAD,http://www.shcm.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4316,4316
645,SINMAH CAPITAL BERHAD,http://www.sinmah.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9776,9776
646,SKB SHUTTERS CORPORATION BERHAD,http://www.skb-shutters.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7115,7115
647,SKP RESOURCES BHD,http://www.skpres.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7155,7155
648,SLP RESOURCES BERHAD,http://www.sinliplas.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7248,7248
649,SMIS CORPORATION BERHAD,http://www.smis.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7132,7132
650,SOLID AUTOMOTIVE BERHAD,http://www.solidautomotive.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5242,5242
651,SOUTH MALAYSIA INDUSTRIES BERHAD,http://www.smib.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4375,4375
652,SOUTHERN ACIDS (M) BERHAD,http://www.southernacids.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5134,5134
653,SOUTHERN STEEL BERHAD,http://www.southsteel.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5665,5665
654,S P SETIA BERHAD,http://www.spsetia.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8664,8664
655,SPRITZER BHD,http://www.spritzer.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7103,7103
656,STAR MEDIA GROUP BERHAD,http://www.thestar.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6084,6084
657,STELLA HOLDINGS BERHAD,http://www.stella-holdings.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5006,5006
658,SUBUR TIASA HOLDINGS BERHAD,https://www.suburtiasa.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6904,6904
659,SUCCESS TRANSFORMER CORPORATION BERHAD,http://www.stcgroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7207,7207
660,SUMATEC RESOURCES BERHAD,http://www.sumatec.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1201,1201
661,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,http://www.sungeibagan.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2569,2569
662,SUNSURIA BERHAD,http://www.sunsuria.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3743,3743
663,SUNWAY BERHAD,http://www.sunway.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5211,5211
664,SUNWAY CONSTRUCTION GROUP BERHAD,http://www.suncon.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5263,5263
665,SUNWAY REAL ESTATE INVESTMENT TRUST,http://www.sunwayreit.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5176,5176
666,SUPERLON HOLDINGS BERHAD,http://www.superlon.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7235,7235
667,SUPERMAX CORPORATION BERHAD,http://www.supermax.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7106,7106
668,SURIA CAPITAL HOLDINGS BERHAD,http://www.suriagroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6521,6521
669,SWS CAPITAL BERHAD,http://www.swscap.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7186,7186
670,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,http://www.takaful-malaysia.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6139,6139
671,SYCAL VENTURES BERHAD,http://www.sycalberhad.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9717,9717
672,SYF RESOURCES BERHAD,http://www.syf.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7082,7082
673,SYMPHONY LIFE BERHAD,http://www.symphonylife.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1538,1538
674,T7 GLOBAL BERHAD,http://www.t7global.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7228,7228
675,TA ANN HOLDINGS BERHAD,http://www.taann.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5012,5012
676,TA ENTERPRISE BERHAD,http://www.ta.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4898,4898
677,TA GLOBAL BERHAD,http://www.taglobal.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5158,5158
678,TA WIN HOLDINGS BERHAD,http://www.ta-win.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7097,7097
679,TAFI INDUSTRIES BERHAD,http://www.tafi.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7211,7211
680,TALAM TRANSFORM BERHAD,http://www.ttransform.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2259,2259
681,TALIWORKS CORPORATION BERHAD,http://www.taliworks.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8524,8524
682,TAMBUN INDAH LAND BERHAD,http://www.tambunindah.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5191,5191
683,TAN CHONG MOTOR HOLDINGS BERHAD,http://www.tanchonggroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4405,4405
684,TANCO HOLDINGS BERHAD,http://www.tancoholdings.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2429,2429
685,TAS OFFSHORE BERHAD,http://www.tasoffshore.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5149,5149
686,TASCO BERHAD,http://www.tasco.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5140,5140
687,TDM BERHAD,http://www.tdmberhad.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2054,2054
688,TECHBOND GROUP BERHAD,http://www.techbond.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5289,5289
689,SINO HUA-AN INTERNATIONAL BERHAD,http://www.sinohuaan.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2739,2739
690,TECK GUAN PERDANA BERHAD,http://www.teckguan.com/TGP,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7439,7439
691,TEK SENG HOLDINGS BERHAD,http://www.tekseng.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7200,7200
692,TELEKOM MALAYSIA BERHAD,http://www.tm.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4863,4863
693,TENAGA NASIONAL BHD,http://www.tnb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5347,5347
694,TEO GUAN LEE CORPORATION BERHAD,http://www.tglcorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9369,9369
695,TEO SENG CAPITAL BERHAD,http://www.teoseng.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7252,7252
696,TEXCHEM RESOURCES BERHAD,http://www.texchemgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8702,8702
697,TH HEAVY ENGINEERING BERHAD,http://www.ramunia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7206,7206
698,TH PLANTATIONS BERHAD,http://thplantations.com.my/thp/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5112,5112
699,THETA EDGE BERHAD,http://www.theta-edge.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9075,9075
700,THONG GUAN INDUSTRIES BERHAD,http://www.thongguan.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7034,7034
701,THREE-A RESOURCES BERHAD,http://www.three-a.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0012,0012
702,THRIVEN GLOBAL BERHAD,http://thriven.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7889,7889
703,TIEN WAH PRESS HOLDINGS BERHAD,http://www.tienwah.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7374,7374
704,TIGER SYNERGY BERHAD,http://www.tigersynergy.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7079,7079
705,TIMBERWELL BERHAD,http://timwell.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7854,7854
706,TIME DOTCOM BERHAD,http://www.time.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5031,5031
707,TIONG NAM LOGISTICS HOLDINGS BERHAD,http://www.tiongnam.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8397,8397
708,TITIJAYA LAND BERHAD,http://www.titijaya.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5239,5239
709,TMC LIFE SCIENCES BERHAD,http://www.tmclife.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0101,0101
710,TOMEI CONSOLIDATED BERHAD,http://www.tomei.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7230,7230
711,TOMYPAK HOLDINGS BERHAD,http://www.tomypak.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7285,7285
712,TONG HERR RESOURCES BERHAD,http://tong.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5010,5010
713,IKHMAS JAYA GROUP BERHAD,http://www.ikhmasjaya.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5268,5268
714,TOP GLOVE CORPORATION BHD,http://www.topglove.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7113,7113
715,TOWER REAL ESTATE INVESTMENT TRUST,http://www.tower-reit.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5111,5111
716,TOYO VENTURES HOLDINGS BERHAD,http://www.toyoventures.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7173,7173
717,TPC PLUS BERHAD,http://www.tpc.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7176,7176
718,TRANSOCEAN HOLDINGS BHD,http://www.transocean.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7218,7218
719,TRC SYNERGY BERHAD,http://www.trc.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5054,5054
720,TRIVE PROPERTY GROUP BERHAD,http://www.etitech.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0118,0118
721,TROPICANA CORPORATION BERHAD,http://www.dijaya.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5401,5401
722,TSH RESOURCES BERHAD,http://www.tsh.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9059,9059
723,TSR CAPITAL BERHAD,http://www.tsrcap.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5042,5042
724,TUNE PROTECT GROUP BERHAD,http://www.tuneinsurance.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5230,5230
725,TURBO-MECH BERHAD,http://www.turbomech.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5167,5167
726,TURIYA BERHAD,http://www.turiya.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4359,4359
727,UCHI TECHNOLOGIES BERHAD,http://www.uchi.net/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7100,7100
728,UEM EDGENTA BERHAD,http://www.uemedgenta.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1368,1368
729,UEM SUNRISE BERHAD,http://www.uemsunrise.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5148,5148
730,UMS HOLDINGS BERHAD,http://www.umsh.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7137,7137
