company,official_site,bursa_site,code
FEDERAL INTERNATIONAL HOLDINGS BERHAD,http://www.ffhb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8605,8605
FGV HOLDINGS BERHAD,http://www.feldaglobal.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5222,5222
FIAMMA HOLDINGS BERHAD,http://www.fiamma.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6939,6939
FIBON BERHAD,http://www.fibon.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0149,0149
FIMA CORPORATION BERHAD,http://www.fimacorp.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3107,3107
FITTERS DIVERSIFIED BERHAD,http://www.fittersgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9318,9318
FOCUS LUMBER BERHAD,http://www.focuslumber.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5197,5197
FORMOSA PROSONIC INDUSTRIES BERHAD,http://www.fp-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9172,9172
FOUNDPAC GROUP BERHAD,http://www.foundpac.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5277,5277
FRASER & NEAVE HOLDINGS BHD,http://www.fn.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3689,3689
FREIGHT MANAGEMENT HOLDINGS BERHAD,http://www.fp-group.com/prosonic/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7210,7210
FRONTKEN CORPORATION BERHAD,http://www.frontken.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0128,0128
FSBM HOLDINGS BERHAD,http://www.fsbm.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9377,9377
GUNUNG CAPITAL BERHAD,http://www.gunung.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7676,7676
G3 GLOBAL BERHAD,http://www.g3global.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7184,7184
GABUNGAN AQRS BERHAD,http://www.gbg.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5226,5226
GADANG HOLDINGS BHD,http://www.gadang.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9261,9261
GAMUDA BERHAD,http://www.gamuda.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5398,5398
GAS MALAYSIA BERHAD,http://www.gasmalaysia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5209,5209
GDB HOLDINGS BERHAD,https://www.gdbhb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0198,0198
GD EXPRESS CARRIER BERHAD,http://www.gdexpress.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0078,0078
GE-SHEN CORPORATION BERHAD,http://www.gscorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7197,7197
GENTING BERHAD,http://www.genting.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3182,3182
GENTING MALAYSIA BERHAD,http://www.gentingmalaysia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4715,4715
GENTING PLANTATIONS BERHAD,http://www.gentingplantations.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2291,2291
GEORGE KENT (MALAYSIA) BERHAD,http://www.georgekent.net/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3204,3204
GETS GLOBAL BERHAD,http://www.kbes.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5079,5079
GHL SYSTEMS BERHAD,http://www.ghl.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0021,0021
GOODWAY INTEGRATED INDUSTRIES BERHAD,http://www.giibworld.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7192,7192
GLOBAL ORIENTAL BERHAD,http://www.gob.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1147,1147
GLOBALTEC FORMATION BERHAD,http://www.globaltec.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5220,5220
GLOBETRONICS TECHNOLOGY BERHAD,http://www.globetronics.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7022,7022
GLOMAC BERHAD,http://www.glomac.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5020,5020
GOLDEN LAND BERHAD,http://www.glbhd.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7382,7382
GOLDEN PHAROS BERHAD,http://www.goldenpharos.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5649,5649
GOPENG BERHAD,http://www.gopeng.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2135,2135
GPA HOLDINGS BERHAD,http://www.gp-products.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7096,7096
GRAND CENTRAL ENTERPRISES BHD,http://www.gcebhd.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5592,5592
GRAND HOOVER BERHAD,http://www.hoover.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7010,7010
GRAND-FLO BERHAD,http://www.grand-flo.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0056,0056
GREATECH TECHNOLOGY BERHAD,https://greatech-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0208,0208
GREEN PACKET BERHAD,http://www.greenpacket.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0082,0082
GREENYIELD BERHAD,http://www.greenyield.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0136,0136
GROMUTUAL BERHAD,http://www.gromutual.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9962,9962
GUAN CHONG BERHAD,http://www.guanchong.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5102,5102
GUH HOLDINGS BERHAD,http://www.guh.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3247,3247
GUOCOLAND (MALAYSIA) BERHAD,http://www.guocoland.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1503,1503
HAI-O ENTERPRISE BERHAD,http://www.hai-o.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7668,7668
HANDAL ENERGY BERHAD,http://www.handalresources.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7253,7253
HAP SENG CONSOLIDATED BERHAD,http://www.hapseng.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3034,3034
HAP SENG PLANTATIONS HOLDINGS BERHAD,http://www.hapsengplantations.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5138,5138
HARBOUR-LINK GROUP BERHAD,http://www.harbour.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2062,2062
HARN LEN CORPORATION BHD,http://harnlen.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7501,7501
HARRISONS HOLDINGS (MALAYSIA) BERHAD,http://www.harrisons.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5008,5008
HARTALEGA HOLDINGS BERHAD,http://www.hartalega.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5168,5168
HB GLOBAL LIMITED,http://hbglobalgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5187,5187
HCK CAPITAL GROUP BERHAD,http://www.hckcapital.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7105,7105
HEINEKEN MALAYSIA BERHAD,http://www.gab.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3255,3255
HEITECH PADU BERHAD,http://www.heitech.com.my/v2/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5028,5028
HEKTAR REAL ESTATE INVESTMENT TRUST,http://www.hektarreit.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5121,5121
HENGYUAN REFINING COMPANY BERHAD,http://www.hrc.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4324,4324
HEVEABOARD BERHAD,http://www.heveaboard.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5095,5095
HEXTAR GLOBAL BERHAD,http://www.halex-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5151,5151
HEXZA CORPORATION BERHAD,http://www.hexza.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3298,3298
HIAP TECK VENTURE BERHAD,http://www.htgrp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5072,5072
HIBISCUS PETROLEUM BERHAD,http://www.hibiscuspetroleum.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5199,5199
HIL INDUSTRIES BERHAD,http://www.hil.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8443,8443
HO HUP CONSTRUCTION COMPANY BHD,http://www.hohupgroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5169,5169
HO WAH GENTING BERHAD,http://www.hwgenting.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9601,9601
HOCK SENG LEE BERHAD,http://www.hsl.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6238,6238
HOMERITZ CORPORATION BERHAD,http://www.homeritzcorp.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5160,5160
HONG LEONG BANK BERHAD,http://www.hlb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5819,5819
HONG LEONG CAPITAL BERHAD,http://www.hlgcap.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5274,5274
HONG LEONG FINANCIAL GROUP BERHAD,http://www.hlfg.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1082,1082
HONG LEONG INDUSTRIES BERHAD,http://www.hli.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3301,3301
HONG SENG CONSOLIDATED BERHAD,https://www.hongseng.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0041,0041
HPMT HOLDINGS BERHAD,https://www.hpmt-industries.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5291,5291
HSS ENGINEERS BERHAD,http://www.hssgroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0185,0185
HUA YANG BERHAD,http://www.huayang.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5062,5062
HUBLINE BERHAD,http://www.hubline.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7013,7013
HUME INDUSTRIES BERHAD,http://www.humeind.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5000,5000
HUP SENG INDUSTRIES BERHAD,http://www.hsib.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5024,5024
HWA TAI INDUSTRIES BERHAD,http://www.hwatai.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8478,8478
I-BERHAD,http://www.i-bhd.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4251,4251
IBRACO BERHAD,http://www.ibraco.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5084,5084
ICAPITAL.BIZ BERHAD,http://www.icapital.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5108,5108
ICON OFFSHORE BERHAD,http://www.iconoffshore.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5255,5255
ICONIC WORLDWIDE BERHAD,https://www.iconicworldwide.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9113,9113
IDEAL UNITED BINTANG INTERNATIONAL BERHAD,http://www.idealubb.cc/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9687,9687
IGB BERHAD,http://www.igbbhd.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5606,5606
IGB REAL ESTATE INVESTMENT TRUST,http://www.igbreit.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5227,5227
IHH HEALTHCARE BERHAD,http://www.ihhhealthcare.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5225,5225
IJM CORPORATION BERHAD,http://www.ijm.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3336,3336
IJM PLANTATIONS BERHAD,http://www.ijm.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2216,2216
IMASPRO CORPORATION BERHAD,http://www.imaspro.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7222,7222
IMPIANA HOTELS BERHAD,http://www.impianaberhad.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7243,7243
INARI AMERTRON BERHAD,http://www.inari-amertron.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0166,0166
INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,http://www.ikkr.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2607,2607
INDUSTRONICS BERHAD,http://www.industronics.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9393,9393
INNATURE BERHAD,https://innature.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5295,5295
INNOPRISE PLANTATIONS BERHAD,http://innoprise.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6262,6262
INSAS BERHAD,http://www.insas.net/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3379,3379
INTA BINA GROUP BERHAD,http://intabina.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0192,0192
INTEGRATED LOGISTICS BHD,http://www.ilb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5614,5614
IOI CORPORATION BERHAD,http://www.ioigroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1961,1961
IOI PROPERTIES GROUP BERHAD,http://www.ioipropertiesgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5249,5249
IPMUDA BERHAD,http://www.ipmuda.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5673,5673
IQ GROUP HOLDINGS BERHAD,http://www.iq-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5107,5107
IRE-TEX CORPORATION BERHAD,http://www.iretex.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7183,7183
IREKA CORPORATION BERHAD,http://www.ireka.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8834,8834
ISKANDAR WATERFRONT CITY BERHAD,http://www.tebrauteguh.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1589,1589
IVORY PROPERTIES GROUP BERHAD,http://www.ivory.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5175,5175
JADE MARVEL GROUP BERHAD,http://www.jmr.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7043,7043
JADI IMAGING HOLDINGS BERHAD,http://www.jadi.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7223,7223
JAKS RESOURCES BERHAD,http://www.jaks.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4723,4723
JASA KITA BERHAD,http://www.jasakita.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8648,8648
JAYA TIASA HOLDINGS BHD,http://www.jayatiasa.net/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4383,4383
JAYCORP BERHAD,http://www.jaycorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7152,7152
JCBNEXT BERHAD,http://jcbnext.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0058,0058
JCY INTERNATIONAL BERHAD,http://www.jcyinternational.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5161,5161
JERASIA CAPITAL BERHAD,http://www.jerasia.biz/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8931,8931
JHM CONSOLIDATION BERHAD,http://www.jhm.net.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0127,0127
JIANKUN INTERNATIONAL BERHAD,http://www.jki.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8923,8923
JKG LAND BERHAD,http://www.keladimaju.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6769,6769
JOHAN HOLDINGS BERHAD,http://www.johanholdings.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3441,3441
JOHORE TIN BERHAD,http://www.johoretin.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7167,7167
K-STAR SPORTS LIMITED,http://www.kstarsports.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5172,5172
K.SENG SENG CORPORATION BERHAD,http://www.kssc.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5192,5192
KAMDAR GROUP (M) BERHAD,http://www.kamdar.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8672,8672
KAREX BERHAD,http://www.karex.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5247,5247
KARYON INDUSTRIES BERHAD,http://www.karyongroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0054,0054
KAWAN FOOD BERHAD,http://www.kawanfood.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7216,7216
KECK SENG (MALAYSIA) BERHAD,http://www.my.keckseng.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3476,3476
KEIN HING INTERNATIONAL BERHAD,http://www.keinhing.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7199,7199
KEJURUTERAAN ASASTERA BERHAD,http://asastera.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0193,0193
KELINGTON GROUP BERHAD,http://www.kelington-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0151,0151
KEN HOLDINGS BERHAD,http://www.kenholdings.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7323,7323
KENANGA INVESTMENT BANK BERHAD,http://www.kenanga.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6483,6483
KERJAYA PROSPEK GROUP BERHAD,http://www.fututech.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7161,7161
GSB GROUP BERHAD,http://www.gsbsummit.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7077,7077
KESM INDUSTRIES BERHAD,http://www.kesmi.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9334,9334
KEY ASIC BERHAD,http://www.keyasic.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0143,0143
KHEE SAN BERHAD,http://www.kheesan.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6203,6203
KHIND HOLDINGS BERHAD,http://www.khind.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7062,7062
KIA LIM BERHAD,http://www.kialim.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6211,6211
KIM HIN INDUSTRY BERHAD,http://www.kimhin.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5371,5371
KIM LOONG RESOURCES BERHAD,http://www.kimloong.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5027,5027
KIMLUN CORPORATION BERHAD,http://www.kimlun.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5171,5171
KINSTEEL BHD,http://www.kinsteel.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5060,5060
KIP REAL ESTATE INVESTMENT TRUST,http://www.kipreit.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5280,5280
KKB ENGINEERING BERHAD,http://www.kkbeb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9466,9466
KLUANG RUBBER COMPANY (MALAYA) BERHAD,http://www.kluangrubber.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2453,2453
KNM GROUP BERHAD,http://www.knm-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7164,7164
KNUSFORD BERHAD,http://www.knusford.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5035,5035
KOBAY TECHNOLOGY BERHAD,http://www.kobaytech.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6971,6971
KOMARKCORP BERHAD,http://www.komark.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7017,7017
KONSORTIUM TRANSNASIONAL BERHAD,http://www.ktb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4847,4847
KOSSAN RUBBER INDUSTRIES BERHAD,http://www.kossan.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7153,7153
KOTRA INDUSTRIES BERHAD,http://www.kotrapharma.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0002,0002
KPJ HEALTHCARE BERHAD,http://www.kpjhealth.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5878,5878
KPOWER BERHAD,https://www.kpower.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7130,7130
KPS CONSORTIUM BERHAD,http://www.kpscb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9121,9121
KRETAM HOLDINGS BERHAD,http://www.kretam.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1996,1996
KSL HOLDINGS BERHAD,http://www.ksl.net.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5038,5038
DWL RESOURCES BERHAD,http://www.asian-pottery.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7165,7165
KUALA LUMPUR KEPONG BERHAD,http://www.klk.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2445,2445
KUB MALAYSIA BERHAD,http://www.kub.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6874,6874
KUCHAI DEVELOPMENT BERHAD,http://www.kuchaidevelopment.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2186,2186
KUMPULAN FIMA BERHAD,http://www.fima.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6491,6491
KUMPULAN H & L HIGH-TECH BERHAD,http://www.hlhightech.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7033,7033
KUMPULAN JETSON BERHAD,http://www.jetson.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9083,9083
KUMPULAN PERANGSANG SELANGOR BERHAD,http://www.kps.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5843,5843
KWANTAS CORPORATION BERHAD,http://www.kwantas.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6572,6572
KYM HOLDINGS BERHAD,http://www.kym.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8362,8362
LAGENDA PROPERTIES BERHAD,http://www.lagendaproperties.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7179,7179
LAND & GENERAL BERHAD,http://www.land-general.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3174,3174
LANDMARKS BERHAD,http://www.landmarks.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1643,1643
LATITUDE TREE HOLDINGS BERHAD,http://www.lattree.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7006,7006
LAY HONG BERHAD,http://www.layhong.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9385,9385
LB ALUMINIUM BERHAD,http://www.lbalum.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9326,9326
LBI CAPITAL BERHAD,http://www.lbi-capital.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8494,8494
LBS BINA GROUP BERHAD,http://www.lbs.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5789,5789
LEADER STEEL HOLDINGS BERHAD,http://www.leadersteel.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9881,9881
LEBTECH BERHAD,http://www.lebtech.com.my/annual.htm,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9628,9628
