company,official_site,bursa_site,code
AMWAY (MALAYSIA) HOLDINGS BERHAD,http://www.amway2u.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6351,6351
ANALABS RESOURCES BERHAD,http://www.analabs.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7083,7083
ANCOM BERHAD,http://www.ancom.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4758,4758
ANN JOO RESOURCES BERHAD,http://www.annjoo.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6556,6556
ANZO HOLDINGS BERHAD,http://www.harvestcourt.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9342,9342
APB RESOURCES BERHAD,http://www.apb-resources.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5568,5568
APEX EQUITY HOLDINGS BERHAD,http://www.apexequity.com.my/cms/main.php,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5088,5088
APEX HEALTHCARE BERHAD,http://www.apexhealthcare.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7090,7090
APM AUTOMOTIVE HOLDINGS BERHAD,http://www.apm-automotive.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5015,5015
APOLLO FOOD HOLDINGS BERHAD,http://www.apollofood.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6432,6432
ARB BERHAD,https://www.arbberhad.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7181,7181
ARK RESOURCES HOLDINGS BERHAD,http://www.ark-resources.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7007,7007
ASIA BRANDS BERHAD,http://www.asiabrands.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7722,7722
ASIA FILE CORPORATION BHD,http://www.asia-file.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7129,7129
ASIA MEDIA GROUP BERHAD,http://www.asiamedia.net.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0159,0159
ASIAN PAC HOLDINGS BERHAD,http://www.asianpac.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4057,4057
ASTINO BERHAD,http://www.astino.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7162,7162
ASTRAL ASIA BERHAD,http://www.astralasia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7054,7054
ASTRO MALAYSIA HOLDINGS BERHAD,http://www.astromalaysia.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6399,6399
ATA IMS BERHAD,http://www.ataims.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8176,8176
ATLAN HOLDINGS BHD,http://www.atlan.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7048,7048
ATRIUM REAL ESTATE INVESTMENT TRUST,http://www.atriumreit.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5130,5130
ATTA GLOBAL GROUP BERHAD,http://www.attaglobalgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7099,7099
AVILLION BERHAD,http://www.avillion.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8885,8885
PRESTARIANG BERHAD,http://www.prestariang.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5204,5204
AWC BERHAD,http://www.awc.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7579,7579
AXIATA GROUP BERHAD,http://www.axiata.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6888,6888
AXIS REAL ESTATE INVESTMENT TRUST,http://www.axis-reit.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5106,5106
AYER HOLDINGS BERHAD,http://www.tahps.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2305,2305
AYS VENTURES BERHAD,http://www.ays-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5021,5021
B.I.G. INDUSTRIES BERHAD,http://www.bigind.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7005,7005
BARAKAH OFFSHORE PETROLEUM BERHAD,http://www.barakahpetroleum.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7251,7251
BATU KAWAN BERHAD,http://www.bkawan.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1899,1899
BCB BERHAD,http://www.bcbbhd.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6602,6602
BENALEC HOLDINGS BERHAD,http://www.benalec.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5190,5190
BERJAYA ASSETS BERHAD,http://www.berjaya.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3239,3239
BERJAYA CORPORATION BERHAD,http://www.berjaya.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3395,3395
BERJAYA FOOD BERHAD,http://www.berjaya.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5196,5196
BERJAYA LAND BERHAD,http://www.berjaya.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4219,4219
BERJAYA SPORTS TOTO BERHAD,http://www.berjaya.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1562,1562
BERMAZ AUTO BERHAD,http://www.bauto.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5248,5248
BERTAM ALLIANCE BERHAD,http://www.bertamalliance.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9814,9814
BIMB HOLDINGS BERHAD,http://www.bimbholdings.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5258,5258
BINA DARULAMAN BERHAD,http://www.bdb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6173,6173
BINA PURI HOLDINGS BHD,http://www.binapuri.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5932,5932
BINTAI KINDEN CORPORATION BERHAD,http://www.bintai.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6998,6998
BINTULU PORT HOLDINGS BERHAD,http://www.bintuluport.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5032,5032
BLD PLANTATION BHD.,http://www.bld.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5069,5069
BOILERMECH HOLDINGS BERHAD,http://www.boilermech.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0168,0168
BONIA CORPORATION BERHAD,http://www.bonia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9288,9288
BORNEO OIL BERHAD,http://www.borneo-oil.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7036,7036
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,http://www.bhic.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8133,8133
BOUSTEAD HOLDINGS BERHAD,http://www.boustead.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2771,2771
BOUSTEAD PLANTATIONS BERHAD,http://www.bousteadplantations.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5254,5254
BOX-PAK (MALAYSIA) BERHAD,http://www.boxpak.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6297,6297
BP PLASTICS HOLDING BHD,http://www.bpplas.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5100,5100
BRAHIM'S HOLDINGS BERHAD,http://www.tamadam.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9474,9474
BREM HOLDING BERHAD,http://www.bremholding.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8761,8761
BRIGHT PACKAGING INDUSTRY BERHAD,http://www.brightpack.net/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9938,9938
BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,http://www.batmalaysia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4162,4162
BSL CORPORATION BERHAD,http://www.bslcorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7221,7221
BTM RESOURCES BERHAD,http://www.btmresorces.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7188,7188
BUMI ARMADA BERHAD,http://www.bumiarmada.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5210,5210
BURSA MALAYSIA BERHAD,http://www.bursamalaysia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1818,1818
C.I. HOLDINGS BERHAD,http://www.cih.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2828,2828
CAB CAKARAN CORPORATION BERHAD,http://www.cab.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7174,7174
CAELY HOLDINGS BHD,http://www.caelyholdings.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7154,7154
CAHYA MATA SARAWAK BERHAD,http://www.cmsb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2852,2852
CAM RESOURCES BERHAD,http://www.camres.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7128,7128
CAN-ONE BERHAD,http://www.canone.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5105,5105
CAPITALAND MALAYSIA MALL TRUST,http://www.capitamallsmalaysia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5180,5180
CARIMIN PETROLEUM BERHAD,http://www.carimin.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5257,5257
CARLSBERG BREWERY MALAYSIA BERHAD,http://www.carlsbergmalaysia.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2836,2836
CB INDUSTRIAL PRODUCT HOLDING BERHAD,http://www.cbip.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7076,7076
CCK CONSOLIDATED HOLDINGS BERHAD,http://www.cck.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7035,7035
CENSOF HOLDINGS BERHAD,http://www.censof.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5195,5195
CENTRAL GLOBAL BERHAD,http://www.cicb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8052,8052
CEPATWAWASAN GROUP BERHAD,http://www.cepatgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8982,8982
CHEETAH HOLDINGS BERHAD,http://www.cheetah.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7209,7209
CHEMICAL COMPANY OF MALAYSIA BERHAD,http://www.ccmberhad.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2879,2879
CHIN HIN GROUP BERHAD,http://www.chinhingroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5273,5273
CHIN HIN GROUP PROPERTY BERHAD,http://www.boonkoon.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7187,7187
CHIN TECK PLANTATIONS BERHAD,http://www.chinteck.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1929,1929
CHIN WELL HOLDINGS BERHAD,http://www.chinwell.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5007,5007
CHINA AUTOMOBILE PARTS HOLDINGS LIMITED,http://www.china-autoparts.biz/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5229,5229
CHINA OUHUA WINERY HOLDINGS LIMITED,http://www.ohuawine.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5188,5188
CHOO BEE METAL INDUSTRIES BHD,http://www.choobee.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5797,5797
CHUAN HUAT RESOURCES BHD,http://www.chuanhuat.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7016,7016
CIMB GROUP HOLDINGS BERHAD,http://www.cimb.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1023,1023
CJ CENTURY LOGISTICS HOLDINGS BERHAD,http://www.century.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7117,7117
CLASSIC SCENIC BERHAD,http://www.classicscenic.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7202,7202
CME GROUP BERHAD,http://www.cme.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7018,7018
CN ASIA CORPORATION BHD,http://www.cnasia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7986,7986
CNI HOLDINGS BERHAD,http://www.cniholdings.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5104,5104
COASTAL CONTRACTS BHD,http://www.coastalcontracts.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5071,5071
COCOALAND HOLDINGS BERHAD,http://www.cocoaland.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7205,7205
COMFORT GLOVES BERHAD,https://www.comfort-rubber.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2127,2127
COMINTEL CORPORATION BHD,http://www.comcorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7195,7195
COMPLETE LOGISTIC SERVICES BERHAD,http://www.complete-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5136,5136
COMPUGATES HOLDINGS BERHAD,http://www.compugates.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5037,5037
COMPUTER FORMS (MALAYSIA) BERHAD,http://www.cfm.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8044,8044
CONCRETE ENGINEERING PRODUCTS BERHAD,http://www.cepco.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8435,8435
COUNTRY HEIGHTS HOLDINGS BHD,http://www.countryheights.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5738,5738
COUNTRY VIEW BERHAD,http://www.countryview.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5049,5049
CRESCENDO CORPORATION BERHAD,http://www.crescendo.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6718,6718
CREST BUILDER HOLDINGS BERHAD,http://www.crestbuilder.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8591,8591
CSC STEEL HOLDINGS BERHAD,http://www.cscmalaysia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5094,5094
CUSCAPI BERHAD,http://www.cuscapi.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0051,0051
CWG HOLDINGS BERHAD,http://www.cwgholdings.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9423,9423
CYCLE & CARRIAGE BINTANG BERHAD,http://www.cyclecarriage.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2925,2925
CYL CORPORATION BERHAD,http://www.cylcorporation.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7157,7157
CYMAO HOLDINGS BERHAD,http://www.cymao.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5082,5082
CYPARK RESOURCES BERHAD,http://www.crbenv.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5184,5184
D&O GREEN TECHNOLOGIES BERHAD,http://www.do.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7204,7204
DAGANG NEXCHANGE BERHAD,http://www.dnex.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4456,4456
DAIBOCHI BERHAD,http://www.daibochiplastic.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8125,8125
DAMANSARA REALTY BHD,http://www.dbhd.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3484,3484
DANCOMECH HOLDINGS BERHAD,http://www.dancomech.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5276,5276
DATAPREP HOLDINGS BHD,http://www.dp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8338,8338
DATASONIC GROUP BERHAD,http://datasonic.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5216,5216
DAYA MATERIALS BERHAD,http://www.dayagroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0091,0091
DAYANG ENTERPRISE HOLDINGS BERHAD,http://www.desb.net/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5141,5141
DELEUM BERHAD,http://www.deleum.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5132,5132
DESTINI BERHAD,http://www.destinigroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7212,7212
HOCK HENG STONE INDUSTRIES BHD,http://www.hockheng.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5165,5165
DIALOG GROUP BERHAD,http://www.dialogasia.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7277,7277
DIGI.COM BERHAD,http://www.digi.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6947,6947
DIGISTAR CORPORATION BERHAD,http://www.digistar.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0029,0029
DKLS INDUSTRIES BHD,http://www.dkls.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7528,7528
DKSH HOLDINGS (MALAYSIA) BERHAD,http://www.dksh.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5908,5908
D'NONCE TECHNOLOGY BHD,http://www.dnoncetech.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7114,7114
DOLOMITE CORPORATION BERHAD,http://www.dolomite.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5835,5835
DOLPHIN INTERNATIONAL BERHAD,http://dolphinbhd.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5265,5265
DOMINANT ENTERPRISE BERHAD,http://www.dominant.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7169,7169
DPS RESOURCES BERHAD,http://www.shantawood.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7198,7198
DRB-HICOM BERHAD,http://www.drb-hicom.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1619,1619
DUFU TECHNOLOGY CORP. BERHAD,http://www.dufu.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7233,7233
DUOPHARMA BIOTECH BERHAD,https://www.duopharmabiotech.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7148,7148
DUTALAND BERHAD,http://www.dutaland.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3948,3948
DUTCH LADY MILK INDUSTRIES BERHAD,http://www.dutchlady.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3026,3026
DYNACIATE GROUP BERHAD,https://www.dynaciategroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5178,5178
E.A.TECHNIQUE (M) BERHAD,http://www.eatechnique.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5259,5259
EASTERN & ORIENTAL BERHAD,http://www.easternandoriental.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3417,3417
EASTLAND EQUITY BHD,http://www.eeb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2097,2097
ECM LIBRA FINANCIAL GROUP BERHAD,http://www.ecmlibra.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2143,2143
ECO WORLD DEVELOPMENT GROUP BERHAD,http://www.ecoworld.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8206,8206
ECO WORLD INTERNATIONAL BERHAD,http://ecoworldinternational.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5283,5283
ECOBUILT HOLDINGS BERHAD,http://www.mmode.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0059,0059
ECOFIRST CONSOLIDATED BHD,http://www.ecofirst.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3557,3557
ECONPILE HOLDINGS BERHAD,http://www.econpile.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5253,5253
EDARAN BERHAD,http://www.edaran.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5036,5036
EDEN INC. BERHAD,http://www.edenzil.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7471,7471
EFFICIENT E-SOLUTIONS BERHAD,http://www.efficient.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0064,0064
EG INDUSTRIES BERHAD,http://www.eg.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8907,8907
EITA RESOURCES BERHAD,http://www.eita.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5208,5208
EKA NOODLES BERHAD,http://www.ekanoodles.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7182,7182
EKOVEST BERHAD,http://www.ekovest.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8877,8877
EKSONS CORPORATION BERHAD,http://www.eksons.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9016,9016
ELK-DESA RESOURCES BERHAD,http://www.elk-desa.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5228,5228
ELSOFT RESEARCH BERHAD,http://www.elsoftresearch.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0090,0090
EMICO HOLDINGS BERHAD,http://www.emico.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9091,9091
ENCORP BERHAD,http://www.encorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6076,6076
ENG KAH CORPORATION BERHAD,http://www.eng-kah.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7149,7149
ENGTEX GROUP BERHAD,http://www.engtex.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5056,5056
ENRA GROUP BERHAD,http://www.enra.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8613,8613
EONMETALL GROUP BERHAD,http://www.eonmetall.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7217,7217
EP MANUFACTURING BHD,http://www.epmb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7773,7773
ESTHETICS INTERNATIONAL GROUP BERHAD,http://www.estheticsgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5081,5081
EUPE CORPORATION BERHAD,http://www.eupe.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6815,6815
EURO HOLDINGS BERHAD,http://www.eurochairs.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7208,7208
EUROSPAN HOLDINGS BERHAD,http://www.eurospan.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7094,7094
EVERGREEN FIBREBOARD BERHAD,http://www.evergreengroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5101,5101
EVERSENDAI CORPORATION BERHAD,http://www.eversendai.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5205,5205
EWEIN BERHAD,http://www.eweinberhad.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7249,7249
EXCEL FORCE MSC BERHAD,http://www.excelforce.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0065,0065
FACB INDUSTRIES INCORPORATED BERHAD,http://www.facbi.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2984,2984
FAJARBARU BUILDER GROUP BHD,http://fajarbaru.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7047,7047
FAR EAST HOLDINGS BERHAD,http://www.fehb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5029,5029
FARLIM GROUP (MALAYSIA) BHD,http://www.farlim.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6041,6041
FAVELLE FAVCO BERHAD,http://www.favellefavco.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7229,7229
FCW HOLDINGS BERHAD,http://www.fcw.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2755,2755
